Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"CFP Cavalcante","O fim do financiamento de pessoas jurídicas em campanhas eleitorais: uma análise da competição eleitoral utilizando índice de GINI nas eleições de 2014 e 2018",2020,"","repositorio.ufc.br","https://repositorio.ufc.br/handle/riufc/60458","",131,"2022-11-14 12:38:01","","","","",,,,,0,0.00,0,1,2,"… uma receita para o financiamento dos partidos políticos, não … menos possibilita suportar os gastos de campanha. O autor … já demonstrou resultados, o total de gastos declarados pelos …","https://repositorio.ufc.br/bitstream/riufc/60458/1/2020_tcc_cfpcavalcante.pdf","https://scholar.google.com/scholar?q=related:LKvEwda7J_oJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
32,"CFS Teixeira, JS Paim","A crise mundial de 2008 eo golpe do capital na política de saúde no Brasil",2018,"Saúde em Debate","SciELO Brasil","https://www.scielo.br/j/sdeb/a/9rS4Mf7fFSFsYvxWjwZFd9h/abstract/?lang=pt","https://scholar.google.com/scholar?cites=12978702445967328095&as_sdt=2005&sciodt=2007&hl=en",537,"2022-11-14 12:38:01","","","","",,,,,32,8.00,16,2,4,"… Os resultados ressaltam que a financeirização da saúde, o … econômica defendida pelo seu oponente durante a campanha… Se os gastos federais cresceram mais que as receitas nos …","https://www.scielo.br/j/sdeb/a/9rS4Mf7fFSFsYvxWjwZFd9h/?lang=pt","https://scholar.google.com/scholar?q=related:X0NgSRydHbQJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
6,"CH Voos","Quem manda nesta cidade?: poder e rent-seeking urbano em Joinville/SC após o Estatuto da Cidade",2016,"","lume.ufrgs.br","https://www.lume.ufrgs.br/handle/10183/158257","https://scholar.google.com/scholar?cites=5866899727507515193&as_sdt=2005&sciodt=2007&hl=en",331,"2022-11-14 12:38:01","","","","",,,,,6,1.00,6,1,6,"… A última parte da segunda seção descreve os dados do financiamento das campanhas eleitorais … 9 “Por financiamento de campanhas eleitorais entendem-se os recursos materiais …","https://www.lume.ufrgs.br/bitstream/handle/10183/158257/001020363.pdf?sequence=1","https://scholar.google.com/scholar?q=related:Oefrzjdqa1EJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
4,"CH Voos","Quem manda na cidade: poder e rent-seeking urbano",2018,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=5ERqDwAAQBAJ&oi=fnd&pg=PA110&dq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&ots=H0Gpe6cVFH&sig=B510nnwp8uKzD98ag2TxvlZ41A4","https://scholar.google.com/scholar?cites=359447518155910492&as_sdt=2005&sciodt=2007&hl=en",440,"2022-11-14 12:38:01","BOOK","","","",,,,,4,1.00,4,1,4,"… Os dados divulgados pela Receita Federal e publicados na … dos resultados eleitorais em relação ao custeio das campanhas… da representação política pelo financiamento de campanha …","","https://scholar.google.com/scholar?q=related:XC0UA50D_QQJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"CHC Barbieri, L de Oliveira Ramos","DEMOCRACIA E REPRESENTAÇÃO NAS ELEIÇÕES DE 2018: campanhas",,"bibliotecadigital.fgv.br","","https://bibliotecadigital.fgv.br/dspace;handle/bitstream/handle/10438/27646/RELAT%C3%93RIO%20FINAL%202018-2019.pdf?sequence=5","",289,"2022-11-14 12:38:01","PDF","","","",,,,,0,0.00,0,2,,"… a campanha eleitoral de 2018; e monitorar os dados de financiamento de campanhas (receitas, … Mas por que as cotas eleitorais de gênero não produziram resultados satisfatórios? A …","https://bibliotecadigital.fgv.br/dspace;handle/bitstream/handle/10438/27646/RELAT%C3%93RIO%20FINAL%202018-2019.pdf?sequence=5","https://scholar.google.com/scholar?q=related:ue6ZoRTzWqEJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
20,"CHC Barbieri, LO Ramos, F Moraes, HM Aflalo, ...","Democracia e representação nas eleições de 2018: campanhas eleitorais, financiamento e diversidade de gênero: relatório final (2018-2019)",2019,"","bibliotecadigital.fgv.br","https://bibliotecadigital.fgv.br/dspace/handle/10438/27646","https://scholar.google.com/scholar?cites=16984780150781461743&as_sdt=2005&sciodt=2007&hl=en",13,"2022-11-14 12:38:01","","","","",,,,,20,6.67,4,5,3,"… a campanha eleitoral de 2018; e monitorar os dados de financiamento de campanhas (receitas, … Mas por que as cotas eleitorais de gênero não produziram resultados satisfatórios? A …","https://bibliotecadigital.fgv.br/dspace/bitstream/handle/10438/27646/RELAT%C3%83%E2%80%9CRIO%20FINAL%202018-2019.pdf?sequence=5","https://scholar.google.com/scholar?q=related:70Rv044PtusJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"CHC Barbieri, LO Ramos, IO Mardegan, JFM Marin, ...","Equalização da disputa ou reprodução de desigualdades? Uso do Facebook por candidatas à Câmara Federal por São Paulo em 2018",2021,"Opinião …","SciELO Brasil","https://www.scielo.br/j/op/a/mN8wLPTVqVND8JZtLTPX9pB/abstract/?lang=pt","",315,"2022-11-14 12:38:01","","","","",,,,,0,0.00,0,5,1,"… Os resultados das análises quantitativas apontam que, em … nas eleições de 2018: campanhas eleitorais, financiamento e … prévia, ter alta ou baixa receita de campanha –, bem como …","https://www.scielo.br/j/op/a/mN8wLPTVqVND8JZtLTPX9pB/","https://scholar.google.com/scholar?q=related:avbRB1QyBaIJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"CIF Simões","Funcionalidades da regulação da cobertura jornalística em período eleitoral em Portugal: estudo comparativo das eleições legislativas de 2011 e 2015",2019,"","search.proquest.com","https://search.proquest.com/openview/5749dea4b1d05f36123a70f3e897d766/1?pq-origsite=gscholar&cbl=2026366&diss=y","",777,"2022-11-14 12:38:01","","","","",,,,,0,0.00,0,1,3,"… de informação sobre política durante a campanha eleitoral: 94% dos … não tanto pelos resultados e pelos padrões eleitorais, mas … as receitas e despesas eleitorais; elaborar o mapa dos …","https://www.repository.utl.pt/bitstream/10400.5/18473/1/Disserta%C3%A7%C3%A3o%20de%20Mestrado%20em%20Ci%C3%AAncia%20Pol%C3%ADtica%20CFS%20VERS%C3%83O%20FINAL.pdf","https://scholar.google.com/scholar?q=related:bjDknG_5oGcJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
1,"CJCF Xavier","A corrupção política eo caixa 2 de campanha no Brasil",2014,"","teses.usp.br","https://www.teses.usp.br/teses/disponiveis/8/8131/tde-26092011-135010/en.php","https://scholar.google.com/scholar?cites=11312251385293124759&as_sdt=2005&sciodt=2007&hl=en",152,"2022-11-14 12:38:01","","","","",,,,,1,0.13,1,1,8,"… a corrupção política e o Caixa 2 de campanhas eleitorais no … terceira noção, focada nos resultados, para resumir o que … na composição das receitas de uma campanha. Sem informação…","https://www.teses.usp.br/teses/disponiveis/8/8131/tde-26092011-135010/publico/2010_CarlosJoelCarvalhodeFormigaXavier.pdf","https://scholar.google.com/scholar?q=related:lzRRNrMw_ZwJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"CKMM Sousa","Marina, Dilma e Aécio no Facebook: controvérsias e estratégias discursivas nas eleições de 2014",2016,"","sapientia.pucsp.br","https://sapientia.pucsp.br/bitstream/handle/19233/2/C%C3%ADnthia%20Klumpp%20Martinez%20Magalh%C3%A3es%20Sousa.pdf","",954,"2022-11-14 12:38:01","PDF","","","",,,,,0,0.00,0,1,6,"… informações políticoeleitorais em websites de campanha.” (… a quantidade total de eleitores, os eleitores com participação … a formas tradicionais de consumo de informação, que é a …","https://sapientia.pucsp.br/bitstream/handle/19233/2/C%C3%ADnthia%20Klumpp%20Martinez%20Magalh%C3%A3es%20Sousa.pdf","https://scholar.google.com/scholar?q=related:HxAdipDoyu8J:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"CL Antoniutti","Usos do Big Data em campanhas eleitorais",2015,"","ridi.ibict.br","https://ridi.ibict.br/handle/123456789/849","",510,"2022-11-14 12:38:01","","","","",,,,,0,0.00,0,1,7,"… e também a tomar gosto por política e campanhas eleitorais. … com o exemplo da campanha eleitoral americana de Barack … resultados da observação feita em um comitê de campanha …","https://ridi.ibict.br/bitstream/123456789/849/1/TESE%20DOUTORADO%20CI%C3%8ANCIA%20DA%20INFORMA%C3%87%C3%83O%20-%202015%20-%20CLEIDE%20LUCIANE%20ANTONIUTTI%20-%20IBICT-ECO-UFRJ%20%281%29.pdf","https://scholar.google.com/scholar?q=related:nxWvO-fW2zEJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
1,"CL Guimarães, B Milanez, HL Ribeiro","Partido da mineração: a influência das mineradoras nas eleições de 2014 em MG",2019,"Revista Terceiro Incluído","revistas.ufg.br","https://www.revistas.ufg.br/teri/article/view/54217","https://scholar.google.com/scholar?cites=10347979905076293563&as_sdt=2005&sciodt=2007&hl=en",103,"2022-11-14 12:38:01","","","","",,,,,1,0.33,0,3,3,"… de campanhas eleitorais do país. Dos 10 maiores doadores de … por 21% das receitas da campanha da candidata Dilma … Os resultados obtidos serão analisados à luz de bibliografia …","https://www.revistas.ufg.br/teri/article/download/54217/35257","https://scholar.google.com/scholar?q=related:u-_z0OVom48J:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"CLG Dias","Mulher e política: trajetória de deputadas na Câmara Brasileira (2010-2017)",2018,"","repositorio.ufgd.edu.br","https://repositorio.ufgd.edu.br/jspui/handle/prefix/1732","",770,"2022-11-14 12:38:01","","","","",,,,,0,0.00,0,1,4,"… nas campanhas eleitorais no que tange ao financiamento de … As receitas de campanha eram desiguais, pois as pessoas … Este capítulo analisa os resultados obtidos em entrevista com …","https://repositorio.ufgd.edu.br/jspui/bitstream/prefix/1732/1/CarolineLouiseGomesDias.pdf","https://scholar.google.com/scholar?q=related:Rp9in2qvJwQJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
1,"CM Cunha Filho","O Partido Republicano ea Questão Tributária: um estudo de caso sobre os cortes de impostos de George W. Bush (2001-2004)",2006,"","academia.edu","https://www.academia.edu/download/44996587/Cunha_Filho_-_2006_-_O_Partido_Republicano_e_a_Questao_Tributaria_Um_e.pdf","https://scholar.google.com/scholar?cites=2535779048429308688&as_sdt=2005&sciodt=2007&hl=en",917,"2022-11-14 12:38:01","PDF","","","",,,,,1,0.06,1,1,16,"… nenhuma surpresa, mas os resultados que traria e os efeitos que … Sua campanha marca também o surgimento de Ronald … Destinada originalmente a aumentar receitas e cortar gastos …","https://www.academia.edu/download/44996587/Cunha_Filho_-_2006_-_O_Partido_Republicano_e_a_Questao_Tributaria_Um_e.pdf","https://scholar.google.com/scholar?q=related:EMuBApzlMCMJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"CM Danelli","Fake News e Fact-Checking na era das campanhas políticas digitais",2020,"","comum.rcaap.pt","https://comum.rcaap.pt/handle/10400.26/35003","",716,"2022-11-14 12:38:01","","","","",,,,,0,0.00,0,1,2,"… obrigatório para uma campanha presidencial americana e … Para o autor, a persuasão pode chegar a ser o resultado de … conteúdo cliques conversíveis para receitas de publicidade. Por …","https://comum.rcaap.pt/bitstream/10400.26/35003/1/Disserta%C3%A7%C3%A3o%20de%20M-MD%20-%20Carolina%20Danelli.pdf","https://scholar.google.com/scholar?q=related:ga_TPcEObUMJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"CM Fernandes","Comunicação política, eleições 2018 e campanha permanente",2019,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=hvarDwAAQBAJ&oi=fnd&pg=PT3&dq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&ots=1eqJYjzMUF&sig=7edE8vEAMghwpQybB5Qb-XBMB9I","",380,"2022-11-14 12:38:01","BOOK","","","",,,,,0,0.00,0,1,3,"… , mídia e política em contextos de disputas eleitorais. A obra … , uma vez que não provem de receitas publicitárias, como em … precoce e melhores resultados no tratamento da doença. …","","https://scholar.google.com/scholar?q=related:X1_I1z-a-AUJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"CM Fernandes, LA de Oliveira, TF Martins, ...","CAMPANHA PERMANENTE: ESTRATÉGIAS DO PT NA PROPAGANDA PARTIDÁRIA GRATUITA E NA PROPAGANDA ELEITORAL",2021,"… de Ciência Política","revistas.ufpr.br","https://revistas.ufpr.br/politica/article/view/72512","",434,"2022-11-14 12:38:01","","","","",,,,,0,0.00,0,4,1,"… eleitoral visando um próximo pleito. O artigo traz uma discussão acerca da relação entre mídia e política e as conceções de campanha … Ao adaptar as campanhas eleitorais à gramática …","https://revistas.ufpr.br/politica/article/download/72512/44880","https://scholar.google.com/scholar?q=related:9TIGcNJ3OREJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
2,"CM ROCHA","Gênero e distribuição de recursos partidários de campanha: uma análise da eleição para a Câmara dos Deputados (2018)",2019,"","repositorio.ufpe.br","https://repositorio.ufpe.br/handle/123456789/35275","https://scholar.google.com/scholar?cites=16048645181605968649&as_sdt=2005&sciodt=2007&hl=en",172,"2022-11-14 12:38:01","","","","",,,,,2,0.67,2,1,3,"… e partidos onde suas receitas de campanha eram maiores (… Os resultados apontaram que uma vitória eleitoral de um … virtual de dados eleitorais do Tribunal Superior Eleitoral (TSE)13. …","https://repositorio.ufpe.br/bitstream/123456789/35275/1/DISSERTA%C3%87%C3%83O%20Carolina%20Martinelli%20Rocha.pdf","https://scholar.google.com/scholar?q=related:CXvoZ8M9uN4J:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
1,"CMC Santos","Marketing político e assessoria de imprensa: o desenvolvimento da imagem pública do candidato Rodrigo Rollemberg, nas eleições de 2014",2015,"","bdm.unb.br","https://bdm.unb.br/handle/10483/11495","https://scholar.google.com/scholar?cites=9782212953397798290&as_sdt=2005&sciodt=2007&hl=en",532,"2022-11-14 12:38:01","","","","",,,,,1,0.14,1,1,7,"… campanha eleitoral, os profissionais de marketing político se … as estratégias em pesquisas eleitorais, utilizam diversas … eleitoral dificilmente fornecerá resultados políticos vitoriosos. …","https://bdm.unb.br/bitstream/10483/11495/1/2015_CarolyneMaryaneCardosoSantos.pdf","https://scholar.google.com/scholar?q=related:kiWATNpmwYcJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"CMM Araujo","A influência da mídia no processo de desenvolvimento brasileiro: análise das reportagens de capa da Revista Veja e do Jornal o Globo nas disputas presidenciais …",,"bibliodigital.unijui.edu.br","","http://bibliodigital.unijui.edu.br:8080/xmlui/handle/123456789/5700","",871,"2022-11-14 12:38:01","","","","",,,,,0,0.00,0,1,,"… de influência na escolha dos eleitores, através da maneira … sociais para a venda e consumo de produtos, informações, ideias, … Os dois números negativos ficam em receita publicitária e …","http://bibliodigital.unijui.edu.br:8080/xmlui/bitstream/handle/123456789/5700/Carla%20Micheli%20Maron%20Ara%C3%BAjo.pdf?sequence=1","https://scholar.google.com/scholar?q=related:kttgQ8Rd9LMJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
49,"CMO Araújo, D Borges","Trajetórias políticas e chances eleitorais: analisando o"" gênero"" das candidaturas em 2010",2013,"Revista de sociologia e política","SciELO Brasil","https://www.scielo.br/j/rsocp/a/gCsTkrpnNvqRJBWM7Mgyptt/abstract/?lang=pt","https://scholar.google.com/scholar?cites=11699450843744654626&as_sdt=2005&sciodt=2007&hl=en",189,"2022-11-14 12:38:01","","","","",,,,,49,5.44,25,2,9,"… para o recrutamento político e os resultados eleitorais, ele … E, nesta pesquisa, o artigo sobre os gastos de campanha (… mais receita para a campanha (22,6% com mais de R$ 1 milhão). …","https://www.scielo.br/j/rsocp/a/gCsTkrpnNvqRJBWM7Mgyptt/?format=pdf&lang=pt","https://scholar.google.com/scholar?q=related:IlWLWI7MXKIJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
1,"CNF FRAZÃO","Prestação de contas eleitorais como instrumento de transparência e sua contribuição para o aperfeiçoamento do controle social.",2019,"","dspace.sti.ufcg.edu.br","http://dspace.sti.ufcg.edu.br:8080/jspui/handle/riufcg/17221","https://scholar.google.com/scholar?cites=17546337913046418617&as_sdt=2005&sciodt=2007&hl=en",241,"2022-11-14 12:38:01","","","","",,,,,1,0.33,1,1,3,"… resultados revelaram que as prestações de contas eleitorais … vigente de financiamento de campanha eleitoral impõe … fontes de receita para a realização das campanhas eleitorais. …","http://dspace.sti.ufcg.edu.br:8080/jspui/bitstream/riufcg/17221/1/CAMILA%20DO%20NASCIMENTO%20FERREIRA%20FRAZ%C3%83O%20-%20TCC%20PROFIAP.pdf","https://scholar.google.com/scholar?q=related:ucQZEF4dgfMJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"CO Almeida","O esqueleto da campanha autárquica: o caso de Vila Nova de Gaia, 2013",2014,"","repositorium.sdum.uminho.pt","https://repositorium.sdum.uminho.pt/handle/1822/34266","",484,"2022-11-14 12:38:01","","","","",,,,,0,0.00,0,1,8,"… O presente relatório é resultado de uma análise, por meio de … da campanha eleitoral, analisar o candidato político enquanto … campanhas eleitorais, pois a intenção de voto dos eleitores …","https://repositorium.sdum.uminho.pt/bitstream/1822/34266/1/Relat%C3%B3rio%20est%C3%A1gio%20em%20execu%C3%A7%C3%A3o_31-10-2014.pdf","https://scholar.google.com/scholar?q=related:QDeR0w-SSBQJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"CO SANTOS","O USO DO APRENDIZADO DE MÁQUINA NAS CAMPANHAS POLÍTICAS NO BRASIL",,"rio2020.techwomen.com.br","","https://rio2020.techwomen.com.br/wp-content/uploads/2020/09/CHS-2019-Carla-Oliveira-Santos.pdf","",607,"2022-11-14 12:38:01","PDF","","","",,,,,0,0.00,0,1,,"… Apresenta a definição de campanha eleitoral e a utilização das mídias de massas, Web 2.0, … das últimas campanhas eleitorais no Brasil. Por fim, com base nos resultados da pesquisa, …","https://rio2020.techwomen.com.br/wp-content/uploads/2020/09/CHS-2019-Carla-Oliveira-Santos.pdf","https://scholar.google.com/scholar?q=related:UiNNWGJUE3gJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
11,"CP Bezerra","Do poder popular ao modo petista de governar: mudanças no significado da participação para o Partido dos Trabalhadores",2014,"","teses.usp.br","https://www.teses.usp.br/teses/disponiveis/8/8131/tde-06102014-105726/en.php","https://scholar.google.com/scholar?cites=13231074845414330646&as_sdt=2005&sciodt=2007&hl=en",806,"2022-11-14 12:38:01","","","","",,,,,11,1.38,11,1,8,"… de gastos que envolvam novos investimentos de … resultados geraram um conjunto de interpretações de que havia um crescimento da identificação medebista no conjunto dos eleitores …","https://www.teses.usp.br/teses/disponiveis/8/8131/tde-06102014-105726/publico/2014_CarlaDePaivaBezerra_VCorr.pdf","https://scholar.google.com/scholar?q=related:FhGHfXg4nrcJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
17,"CP de Souza Neto","Democracia em crise no Brasil: valores constitucionais, antagonismo político e dinâmica institucional",2020,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=OidLEAAAQBAJ&oi=fnd&pg=PT6&dq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&ots=vzAZqleRhx&sig=fLK0VArX1duCiD0aGjv57Y-lZlU","https://scholar.google.com/scholar?cites=2613645270028990202&as_sdt=2005&sciodt=2007&hl=en",623,"2022-11-14 12:38:01","BOOK","","","",,,,,17,8.50,17,1,2,"… º 95, que congela os gastos públicos por 20 anos, também … ser caracterizada ainda como resultado de um backlash cultural.… perfis, a campanha de Trump dirigia aos eleitores, de forma …","","https://scholar.google.com/scholar?q=related:-jb1gIaIRSQJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"CPA NETO","O FINANCIAMENTO DAS CAMPANHAS ELEITORAIS: a licitude das doações de pessoas jurídicas para o financiamento de campanhas eleitorais",2015,"","dspace.doctum.edu.br","https://dspace.doctum.edu.br/handle/123456789/2951","",207,"2022-11-14 12:38:01","","","","",,,,,0,0.00,0,1,7,"… de particulares para o financiamento da campanha, conforme … ADI 4.650, relativos às receitas de campanhas eleitorais são … a deliberada influência nos resultados eleitorais e nas …","https://dspace.doctum.edu.br/jspui/bitstream/123456789/2951/1/O%20FINANCIAMENTO%20DAS%20CAMPANHAS%20ELEITORAIS.pdf","https://scholar.google.com/scholar?q=related:-TV2rjGAiOYJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
1,"CPR Souza","Candidatos diferentes, campanhas iguais?: um estudo sobre estratégias de gastos de campanha de candidatos a deputado federal no Estado de São Paulo em 2010",2016,"","bdtd.uerj.br","https://www.bdtd.uerj.br:8443/handle/1/12442","https://scholar.google.com/scholar?cites=10018733815255052268&as_sdt=2005&sciodt=2007&hl=en",264,"2022-11-14 12:38:01","","","","",,,,,1,0.17,1,1,6,"… Os resultados mostram que candidatos inseridos em … apoio político, doadores e cabos eleitorais para a campanha, … algum do partido segundo suas receitas declaradas. Outros 32 …","https://www.bdtd.uerj.br:8443/bitstream/1/12442/1/tese%20Cintia%20Souza.pdf","https://scholar.google.com/scholar?q=related:7K94zVKxCYsJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"CPR de Souza, LFG da Graça","Padrões de dependência espacial de votação e gasto de campanha: discussão de estratégias para os candidatos a Deputado Federal de Minas Gerais …",2016,"… Política","Ediciones Uniandes-Universidad de …","","",317,"2022-11-14 12:38:01","CITATION","","","",,,,,0,0.00,0,2,6,"","","https://scholar.google.com/scholar?q=related:W32HQtgoXV0J:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
0,"CPTDEM RODRIGUES","CENTRO UNIVERSITÁRIO DO ESTADO DO PARÁ PROGRAMA DE PÓS-GRADUAÇÃO STRICTU SENSU EM DIREITO MESTRADO EM DIREITO, POLÍTICAS …",,"cesupa.br","","https://www.cesupa.br/MestradoDireito/docs/2021/Disserta%C3%A7ao%20-%20Cristina%20Miranda%20Rodrigues.pdf","",935,"2022-11-14 12:38:01","PDF","","","",,,,,0,0.00,0,1,,"… trabalho, consumo e, especialmente, na vida política do cidadão, o … e o respeito pelos resultados eleitorais, mas também requer a … responsáveis pela campanha política de candidatos a …","https://www.cesupa.br/MestradoDireito/docs/2021/Disserta%C3%A7ao%20-%20Cristina%20Miranda%20Rodrigues.pdf","https://scholar.google.com/scholar?q=related:VMB_Vb83omwJ:scholar.google.com/&scioq=gasto+de+campanha+receita+de+campanha+resultados+eleitorais+investimento+eleitoral+financiamento+eleitoral+financiamento+pol%C3%ADtico+campanhas+eleitorais&hl=en&as_sdt=2007"
